Name,Price,Weight (g),Driver size (mm),Driver sensitivity at 1kHz/1mW (dB),Dynamic frequency response range (Hz),Impedance (ohms),Ear Cup Depth (cm),Ear Cup Depth (in),Ear Cup External Height (cm),Ear Cup External Height (in),Ear Cup External Width (cm),Ear Cup External Width (in),Ear Cup Internal Height (cm),Ear Cup Internal Height (in),Ear Cup Internal Width (cm),Ear Cup Internal Width (in),Headphone Cable Length (m),Headphone Cable Length (ft),Bluetooth profiles,Bluetooth frequency,Bluetooth transmitted modulation,Bluetooth transmitter power,Bluetooth version,Charging time (hours from empty),Maximum music play time with ANC off (hours),Maximum music play time with ANC on (hours),Maximum play time (hours),Bluetooth,Charging cable,Remote control on ear cups,Voice Assistant integration,Adaptive Noise Cancelling,Ambient Aware,Built-in Microphone,Carrying case,Hands Free Call,Rechargable battery,TalkThru,Wireless,Flight adapter
JBL Tour One,"233
",273,40,95 dBSPL @1kHz,"[""10 Hz - 40 kHz (Passive)"", ""10 Hz ~ 22 kHz (Active)""]",132,2.1,0.8,9.7,3.8,7.8,3.1,6.2,2.4,4.2,1.7,1.2,3.9,"HFP V1.7, A2DP V1.3, AVRCP V1.6",2.4 - 2.4835 GHz,"GFSK, π/4DQPSK, 8DPSK",<8 dBm EIRP,5,2,50,25,50,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
